Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_range,MonthlyIncome_range,experience,last_promotion,experienceInCurrentRole
20,0,R,727,Sales,0.37510474792386383,1,LE,1680,4,Male,54,3,1,SR,1,Single,-0.9653268802136248,21082,-0.5864173580242138,0,11,3,1,0,-1.711976498306294,3,3,-0.9425126477879964,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,20's,<5k,<10,<5,<5
33,0,N,530,Sales,0.9950865624889356,3,LE,1681,3,Female,36,3,2,SE,4,Divorced,0.05367567882548746,16130,-0.5864173580242138,1,25,4,3,1,-0.3075690972864685,2,3,0.177344441121138,0.5202800323431175,-0.11727146504788616,-0.31199299600307684,30's,5k-10k,<10,<5,5-10
36,0,R,1351,Re&De,1.5356121941788146,4,LE,1682,1,Male,80,3,2,Healthcare,3,Married,0.04777432591069084,7419,1.2848600822687926,0,14,3,2,2,0.14841116175654057,2,2,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,30's,5k-10k,10-20,<5,<5
44,0,R,528,HR,-1.5053496669764959,3,LE,1683,3,Female,44,3,1,HR,4,Divorced,-0.7274592994057306,4167,0.7822646819350587,1,18,3,1,3,-0.1389206128713836,2,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,40's,<5k,<10,<5,<5
23,1,R,1320,Re&De,0.2520023621193102,1,Medical,1684,4,Male,93,2,1,LT,3,Single,-0.39332961812214623,20586,-0.5864173580242138,1,11,3,1,0,-0.7194887361547153,2,3,-0.026393511770457165,0.29061126825485295,-0.11727146504788616,-0.31199299600307684,20's,<5k,<10,<5,<5
38,0,R,1495,Re&De,-0.43476288709933963,2,Medical,1687,4,Female,87,3,1,LT,3,Married,-0.6760482610987201,26176,1.484318630192897,0,19,3,4,1,-0.3075690972864685,5,2,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,<5k,<10,<5,<5
53,0,R,1395,Re&De,1.4456915278010198,4,Medical,1689,2,Male,48,4,3,Healthcare,4,Married,0.4544141708295816,3458,0.4489506360843417,0,15,3,3,0,0.27299902599686326,2,3,-0.2673643643857992,0.009519418526307482,-0.11727146504788616,-0.31199299600307684,50's,5k-10k,10-20,<5,<5
48,1,F,708,Sales,0.11438560306990991,2,Medical,1691,4,Female,95,3,1,SR,3,Married,-1.0061558785454756,11740,0.019234092976174,1,11,3,3,2,1.0044283593335894,3,3,0.6487547716317403,0.8826704550237439,1.594870349132717,0.9049235229276625,40's,<5k,10-20,5-10,5-10
32,1,R,1259,Re&De,-1.0316074699401947,4,LE,1692,4,Male,95,3,1,LT,2,Single,-1.9768778557084539,24852,-0.5864173580242138,0,12,3,1,0,-2.292544621589625,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,<5k,<10,<5,<5
26,0,N,786,Re&De,0.11438560306990991,3,Medical,1693,4,Male,76,3,1,LT,4,Single,-1.0551348521068655,11925,-0.5864173580242138,0,20,4,3,0,-0.3075690972864685,5,3,0.35383028348375706,0.8826704550237439,1.2395688206485869,0.9049235229276625,20's,<5k,<10,5-10,5-10
55,0,R,1441,Re&De,1.3482691212331284,3,TD,1694,1,Male,94,2,1,RS,2,Divorced,-0.5743746038427258,23737,1.0546020870847297,0,12,3,4,1,-0.1389206128713836,1,3,-0.2673643643857992,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,50's,<5k,<10,<5,<5
34,0,R,1157,Re&De,-0.22173983491699154,2,Medical,1696,2,Male,57,2,2,LT,4,Married,-0.3944622444446705,11912,-0.5864173580242138,0,14,3,3,1,0.6849186648651102,3,4,1.2699494195012964,1.2838236490365953,1.0143927182504924,1.5992397808308272,30's,<5k,10-20,<5,10-15
60,0,R,370,Re&De,-1.5053496669764959,4,Medical,1697,3,Male,92,1,3,Healthcare,4,Divorced,1.1177712999876384,20467,0.4489506360843417,0,20,4,3,1,1.0044283593335894,2,4,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,50's,10k-15k,10-20,<5,<5
33,0,R,267,Re&De,1.2963320365337836,3,Medical,1698,2,Male,79,4,1,LT,2,Married,-1.4116421175699747,13637,-0.5864173580242138,0,18,3,4,3,0.5925087204653425,6,3,1.1846501123950648,1.3934310688405542,0.38349791355828505,1.5992397808308272,30's,<5k,10-20,<5,10-15
37,0,F,1278,Sales,-1.5053496669764959,4,Medical,1700,3,Male,31,1,2,SE,4,Divorced,0.9170914141878854,7677,-0.5864173580242138,0,14,3,3,2,-0.49876697958303323,2,2,0.177344441121138,0.009519418526307482,-0.11727146504788616,0.04493463955819317,30's,5k-10k,<10,<5,<5
34,0,R,678,Re&De,1.1849723829470664,3,LE,1701,2,Female,35,2,1,RS,4,Married,-0.8583120264582014,20338,-0.5864173580242138,0,12,3,2,0,0.14841116175654057,3,3,0.7747243810088977,1.16376230475229,1.7403381992547586,0.9049235229276625,30's,<5k,10-20,5-10,5-10
23,1,R,427,Sales,0.11438560306990991,3,LE,1702,3,Male,99,3,1,SR,4,Divorced,-1.238658092434924,25103,-0.5864173580242138,1,21,4,2,1,-1.3000568594380468,2,3,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,20's,<5k,<10,<5,<5
44,0,R,921,Re&De,-1.0316074699401947,3,LE,1703,3,Female,96,4,3,Healthcare,4,Married,0.6314406231879862,14810,-0.5864173580242138,1,19,3,2,1,0.01194059718201139,2,3,0.5095018289928678,0.8826704550237439,1.429952502512088,0.9049235229276625,40's,5k-10k,<10,5-10,5-10
35,0,F,146,Re&De,-1.0316074699401947,4,Medical,1704,1,Male,79,2,1,RS,4,Single,-0.07446996245165438,13970,-1.6217853521327694,1,14,3,3,0,-0.49876697958303323,2,4,-0.026393511770457165,0.29061126825485295,-0.11727146504788616,0.3217892224056365,30's,<5k,<10,<5,<5
43,0,R,1179,Sales,-1.0316074699401947,3,Medical,1706,4,Male,73,3,2,SE,4,Married,0.6253131411834201,6069,-0.5864173580242138,1,17,3,1,1,0.14841116175654057,3,3,0.7747243810088977,1.16376230475229,1.7403381992547586,1.0510571351745928,40's,5k-10k,10-20,5-10,5-10
24,0,R,581,Re&De,0.37510474792386383,3,Medical,1707,3,Male,62,4,1,RS,3,Married,-0.2453554204960757,17616,-0.5864173580242138,0,16,3,4,1,-0.7194887361547153,1,3,-0.026393511770457165,0.009519418526307482,-0.9733423721381878,0.3217892224056365,20's,<5k,<10,<5,<5
41,0,R,918,Sales,-0.041631410602158754,3,Marketing,1708,4,Male,35,3,3,SE,3,Single,0.8715151772284003,15869,-0.5864173580242138,0,12,3,2,0,0.14841116175654057,3,3,0.7747243810088977,1.0310406461599277,1.7403381992547586,0.9049235229276625,40's,5k-10k,10-20,5-10,5-10
29,0,R,1082,Re&De,0.37510474792386383,4,Medical,1709,4,Female,43,3,1,LT,3,Married,-0.8353607953276343,25412,1.8176326760436148,0,17,3,3,1,0.01194059718201139,2,3,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,-0.31199299600307684,20's,<5k,<10,<5,<5
36,0,R,530,Sales,-1.0316074699401947,4,LE,1710,3,Female,51,3,2,SR,4,Single,-0.2111959570157983,7439,0.4489506360843417,0,15,3,3,0,0.8535671492801944,2,2,1.0934635771386776,0.8826704550237439,1.429952502512088,0.9049235229276625,30's,<5k,10-20,5-10,5-10
45,0,N,1238,Re&De,-1.5053496669764959,1,LE,1712,3,Male,74,2,3,Healthcare,3,Married,1.0989769364410655,3395,0.4489506360843417,0,23,4,4,1,1.3800965132450453,3,2,1.8058447602646213,1.7558214915211805,2.3712330039469656,0.3217892224056365,40's,10k-15k,20-30,10-15,15+
24,1,R,240,HR,1.3482691212331284,1,HR,1714,4,Male,58,1,1,HR,3,Married,-1.8113255999633364,11585,-0.5864173580242138,0,11,3,3,1,-2.292544621589625,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,20's,<5k,<10,<5,<5
47,1,F,1093,Sales,0.37510474792386383,3,LE,1716,3,Male,82,1,4,SE,3,Married,1.377974529803594,24164,1.484318630192897,0,11,3,3,0,1.3800965132450453,3,1,1.8058447602646213,0.5202800323431175,2.3712330039469656,1.3000296076241802,40's,10k-15k,20-30,10-15,5-10
26,0,R,390,Re&De,1.061869997142513,4,Medical,1718,4,Male,62,1,1,LT,3,Married,-1.2189394349590874,6217,-0.5864173580242138,0,15,3,3,3,-1.3000568594380468,3,4,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,20's,<5k,<10,<5,<5
45,0,R,1005,Re&De,1.6191042775119344,2,TD,1719,4,Female,48,2,4,RD,2,Single,1.7628888914427325,17119,-0.5864173580242138,0,11,3,3,0,1.140898923908119,2,3,1.6908435170264369,0.7144622055422116,1.7403381992547586,0.7392508974613572,40's,15k-20k,20-30,5-10,5-10
32,0,F,585,Re&De,0.48646440151058035,3,LE,1720,1,Male,56,3,1,RS,3,Married,-0.6193021959422957,17360,1.2848600822687926,0,13,3,1,1,0.14841116175654057,3,2,-0.026393511770457165,-0.3528710041543192,-0.11727146504788616,0.04493463955819317,30's,<5k,10-20,<5,<5
31,0,R,741,Re&De,-1.0316074699401947,4,LE,1721,2,Male,69,3,1,LT,3,Married,-0.6001305331892692,18103,-0.5864173580242138,0,14,3,4,1,-0.49876697958303323,2,4,-0.026393511770457165,-0.3528710041543192,-0.9733423721381878,0.04493463955819317,30's,<5k,<10,<5,<5
41,0,N,552,HR,-0.43476288709933963,3,HR,1722,3,Male,60,1,2,HR,2,Married,0.32545988044051777,20794,1.2848600822687926,0,19,3,2,1,0.14841116175654057,4,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,40's,5k-10k,10-20,<5,<5
40,0,R,369,Re&De,0.2520023621193102,2,LE,1724,2,Female,92,3,2,MD,1,Married,0.34546343220448983,5041,0.019234092976174,1,16,3,2,1,0.9309836878585396,3,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,40's,5k-10k,10-20,<5,<5
24,0,R,506,Re&De,1.6587145799833682,1,Medical,1725,2,Male,91,3,1,LT,1,Divorced,-0.4245988559622435,3622,-0.5864173580242138,0,13,3,2,3,-0.49876697958303323,2,4,0.177344441121138,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,20's,<5k,<10,<5,<5
46,0,R,717,Re&De,0.7682362244210447,4,LE,1727,3,Male,34,3,2,Healthcare,2,Single,0.10712628936083098,9697,1.2848600822687926,0,14,3,4,0,1.0044283593335894,3,3,0.7747243810088977,0.8826704550237439,-0.9733423721381878,1.1817781057751064,40's,5k-10k,10-20,<5,5-10
35,0,R,1370,Re&De,1.5781038594442474,4,LE,1728,4,Male,49,3,2,MD,3,Married,0.42796124460215584,5151,0.019234092976174,0,16,3,2,1,0.8535671492801944,3,3,0.35383028348375706,0.8826704550237439,-0.9733423721381878,0.9049235229276625,30's,5k-10k,10-20,<5,5-10
30,0,R,793,Re&De,0.9950865624889356,1,LE,1729,2,Male,33,3,1,RS,4,Married,-0.8931454056253059,3811,-0.5864173580242138,0,12,3,2,1,0.14841116175654057,2,2,0.7747243810088977,-1.7367826544685656,-0.9733423721381878,1.0510571351745928,30's,<5k,10-20,<5,<5
47,0,N,543,Sales,-1.0316074699401947,4,Marketing,1731,3,Male,87,3,2,SE,2,Married,-0.05988262779274412,3536,1.484318630192897,0,11,3,4,1,-0.9805471649695675,3,1,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,40's,<5k,<10,<5,<5
46,0,R,1277,Sales,-1.0316074699401947,3,LE,1732,3,Male,74,3,3,SE,4,Divorced,1.044779011615004,5596,0.7822646819350587,1,12,3,2,1,0.49372078256854574,5,2,0.7747243810088977,0.7144622055422116,-0.9733423721381878,0.04493463955819317,40's,10k-15k,10-20,<5,5-10
36,1,R,1456,Sales,0.7682362244210447,5,Marketing,1733,2,Male,96,2,2,SE,1,Divorced,0.25450537657570355,8658,1.0546020870847297,1,13,3,2,3,0.7717244644490785,3,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,30's,5k-10k,10-20,<5,<5
32,1,R,964,Sales,-1.5053496669764959,2,LE,1734,1,Male,34,1,2,SE,2,Single,0.39523420894722483,12147,1.2848600822687926,0,15,3,2,0,0.14841116175654057,2,3,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,5k-10k,10-20,<5,<5
23,0,R,160,Re&De,-0.43476288709933963,1,Medical,1735,3,Female,51,3,1,LT,2,Single,-0.6810654073037936,12862,-0.5864173580242138,0,13,3,3,0,-1.3000568594380468,3,1,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,20's,<5k,<10,<5,<5
31,0,F,163,Re&De,1.4456915278010198,1,TD,1736,4,Female,30,3,2,MD,4,Single,0.01676631572270472,6670,0.019234092976174,0,20,4,4,0,0.01194059718201139,3,2,-0.026393511770457165,0.29061126825485295,-0.11727146504788616,0.3217892224056365,30's,5k-10k,<10,<5,<5
39,0,N,792,Re&De,-1.5053496669764959,3,LE,1737,4,Male,77,3,2,LT,4,Married,0.33526225824214934,8989,-0.5864173580242138,1,15,3,4,1,0.01194059718201139,2,3,0.6487547716317403,1.0310406461599277,1.2395688206485869,1.0510571351745928,30's,5k-10k,<10,5-10,5-10
32,0,R,371,Sales,1.1849723829470664,3,LE,1739,4,Male,80,1,3,SE,3,Married,0.9304682344657534,3840,0.4489506360843417,0,13,3,3,1,0.14841116175654057,2,1,-0.2673643643857992,0.009519418526307482,-0.9733423721381878,-0.31199299600307684,30's,5k-10k,10-20,<5,<5
40,0,R,611,Sales,0.11438560306990991,4,Medical,1740,2,Male,88,3,5,Manager,2,Single,2.0214236035298416,4349,-0.5864173580242138,0,14,3,2,0,1.140898923908119,3,2,1.6908435170264369,1.0310406461599277,2.194496414003837,1.0510571351745928,40's,15k-20k,20-30,10-15,5-10
45,0,R,176,HR,-0.43476288709933963,3,LE,1744,3,Female,56,1,3,HR,3,Married,0.95317113116858,6595,0.7822646819350587,0,21,4,3,2,0.01194059718201139,2,4,-0.026393511770457165,-1.7367826544685656,-0.9733423721381878,0.04493463955819317,40's,5k-10k,<10,<5,<5
30,0,F,1312,Re&De,-1.0316074699401947,4,TD,1745,4,Female,78,2,1,RS,1,Single,-0.06291002451973794,26427,-1.6217853521327694,0,16,3,4,0,0.14841116175654057,2,3,0.6487547716317403,0.8826704550237439,-0.9733423721381878,0.9049235229276625,30's,<5k,10-20,<5,5-10
24,0,F,897,HR,0.48646440151058035,3,Medical,1746,1,Male,59,3,1,HR,4,Married,-1.3272215868839736,2097,-1.6217853521327694,0,14,3,4,1,-1.3000568594380468,2,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.8150542438112763,20's,<5k,<10,<5,<5
30,1,F,600,HR,0.2520023621193102,3,HR,1747,3,Female,66,2,1,HR,4,Divorced,-1.3028605601461478,9732,1.2848600822687926,0,11,3,3,1,-0.49876697958303323,0,2,-0.2673643643857992,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,30's,<5k,<10,<5,<5
31,0,R,1003,Sales,-0.22173983491699154,3,TD,1749,1,Male,51,3,2,SE,3,Married,0.7181375204665024,20943,-0.5864173580242138,0,19,3,3,1,-0.49876697958303323,3,3,-0.026393511770457165,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,30's,5k-10k,<10,<5,<5
27,0,R,1054,Re&De,0.2520023621193102,3,Medical,1751,3,Female,67,3,1,RS,4,Single,-0.6140493070406443,6152,-0.5864173580242138,0,11,3,3,0,-0.49876697958303323,5,2,0.177344441121138,-0.3528710041543192,-0.11727146504788616,0.3217892224056365,20's,<5k,<10,<5,<5
29,1,R,428,Sales,0.37510474792386383,3,Marketing,1752,2,Female,52,1,1,SR,2,Single,-0.9477724183880822,14630,-0.5864173580242138,0,13,3,3,0,-1.711976498306294,3,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,20's,<5k,<10,<5,<5
29,0,F,461,Re&De,-1.5053496669764959,3,LE,1753,4,Male,70,4,2,Healthcare,3,Single,0.2932737704652371,23060,1.660253538085118,1,12,3,4,0,0.14841116175654057,5,4,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,20's,5k-10k,10-20,<5,<5
30,0,R,979,Sales,0.9242532380931131,2,Marketing,1754,3,Male,94,2,3,SE,1,Divorced,0.48315422388256013,3088,0.019234092976174,0,11,3,1,1,0.38760875109346676,2,3,0.35383028348375706,0.8826704550237439,-0.11727146504788616,0.9049235229276625,30's,5k-10k,10-20,<5,5-10
34,0,R,181,Re&De,-1.0316074699401947,4,Medical,1755,4,Male,97,4,1,RS,4,Married,-0.8567710132333454,5586,-1.6217853521327694,1,14,3,1,3,-0.49876697958303323,3,3,-0.026393511770457165,-1.7367826544685656,-0.11727146504788616,-0.31199299600307684,30's,<5k,<10,<5,<5
33,0,N,1283,Sales,-1.0316074699401947,3,Marketing,1756,4,Female,62,3,2,SE,2,Single,-0.009619306478749397,10697,1.660253538085118,0,15,3,4,0,0.49372078256854574,2,2,0.889725624247082,0.8826704550237439,-0.11727146504788616,0.9049235229276625,30's,5k-10k,10-20,<5,5-10
49,0,R,1313,Sales,0.5881278001062117,4,Marketing,1757,4,Female,80,3,2,SE,4,Single,-0.2095248586034734,8191,0.4489506360843417,0,12,3,3,0,-0.1389206128713836,1,4,-0.026393511770457165,-0.8636316179711291,-0.9733423721381878,0.3217892224056365,40's,<5k,<10,<5,<5
33,1,R,211,Sales,0.9950865624889356,3,LE,1758,1,Female,74,3,3,SE,1,Single,0.7569606505124372,10092,0.019234092976174,1,20,4,3,0,0.27299902599686326,2,2,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,5k-10k,10-20,<5,<5
38,0,F,594,Re&De,-1.0316074699401947,2,Medical,1760,3,Female,75,2,1,LT,2,Married,-1.1160933007696368,15963,0.7822646819350587,0,14,3,2,1,0.01194059718201139,4,2,0.177344441121138,-0.8636316179711291,-0.9733423721381878,0.5479958873663928,30's,<5k,<10,<5,<5
31,1,R,1079,Sales,0.9950865624889356,4,Marketing,1761,1,Male,70,3,3,SE,3,Married,0.6843874947543535,19002,0.019234092976174,0,13,3,1,3,0.14841116175654057,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,5k-10k,10-20,<5,<5
29,0,R,590,Re&De,-0.43476288709933963,3,TD,1762,4,Female,91,2,1,RS,1,Divorced,-1.3526967050360932,10007,-0.5864173580242138,0,13,3,3,1,-2.292544621589625,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,20's,<5k,<10,<5,<5
30,0,R,305,Re&De,0.9950865624889356,3,LE,1763,3,Male,58,4,2,Healthcare,3,Married,0.03277677431159598,9128,0.4489506360843417,0,16,3,3,1,0.14841116175654057,3,3,0.35383028348375706,-1.7367826544685656,-0.11727146504788616,0.9049235229276625,30's,5k-10k,10-20,<5,<5
32,0,N,953,Re&De,-0.22173983491699154,4,TD,1764,2,Male,65,3,1,RS,2,Single,-0.9708548843103444,17674,0.019234092976174,0,14,3,2,0,0.38760875109346676,3,3,0.35383028348375706,0.8826704550237439,-0.9733423721381878,0.9049235229276625,30's,<5k,10-20,<5,5-10
38,0,R,833,Re&De,1.125041707062853,3,Medical,1766,2,Male,60,1,2,Healthcare,4,Married,0.1730622429538839,24539,0.4489506360843417,1,16,3,3,1,0.6849186648651102,2,3,-1.4784079885513208,-1.7367826544685656,-0.11727146504788616,-1.675043127180746,30's,5k-10k,10-20,<5,<5
43,1,F,807,Re&De,1.061869997142513,3,TD,1767,3,Male,38,2,1,RS,3,Married,-1.1351196901747052,15587,1.8176326760436148,1,16,3,4,1,-0.49876697958303323,4,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,40's,<5k,<10,<5,<5
42,0,R,855,Re&De,0.6816490610771554,3,Medical,1768,2,Male,57,3,1,LT,2,Divorced,-0.944503618353089,8952,1.660253538085118,0,22,4,2,3,-0.3075690972864685,6,2,-0.026393511770457165,0.009519418526307482,-0.9733423721381878,0.3217892224056365,40's,<5k,<10,<5,<5
55,0,R,478,Re&De,-1.0316074699401947,3,Medical,1770,3,Male,60,2,5,RD,1,Married,1.9598230525235796,19805,1.660253538085118,0,12,3,2,3,1.8057182391886029,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,50's,15k-20k,30-40,<5,<5
33,0,N,775,Re&De,-0.43476288709933963,3,TD,1771,4,Male,90,3,2,RS,2,Divorced,-0.7949100272226131,6194,1.0546020870847297,0,15,3,4,2,0.27299902599686326,2,2,0.6487547716317403,1.0310406461599277,-0.11727146504788616,0.9049235229276625,30's,<5k,10-20,<5,5-10
41,0,R,548,Re&De,0.37510474792386383,4,LE,1772,3,Male,94,3,1,LT,1,Divorced,-1.2294239098629625,20520,-0.5864173580242138,0,20,4,2,2,-0.7194887361547153,2,3,-0.026393511770457165,0.009519418526307482,-0.9733423721381878,0.3217892224056365,40's,<5k,<10,<5,<5
34,0,N,1375,Sales,0.48646440151058035,3,LE,1774,4,Male,87,3,2,SE,3,Divorced,-0.3888076128475622,12313,-0.5864173580242138,1,14,3,3,1,0.6849186648651102,3,3,1.2699494195012964,1.6745229185690997,-0.9733423721381878,0.9049235229276625,30's,<5k,10-20,<5,10-15
53,0,N,661,Re&De,-1.5053496669764959,4,Medical,1775,1,Female,60,2,4,MD,3,Married,1.3813462620635228,22308,0.7822646819350587,1,20,4,4,3,1.4862085447201236,2,2,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,50's,10k-15k,20-30,<5,<5
43,0,R,244,HR,-1.0316074699401947,3,LE,1778,2,Male,97,3,1,HR,4,Single,-0.5735236139219119,5033,-1.6217853521327694,0,13,3,2,0,0.14841116175654057,5,3,0.6487547716317403,0.8826704550237439,-0.11727146504788616,1.0510571351745928,40's,<5k,10-20,<5,5-10
34,0,R,511,Sales,-0.6954820319532931,2,LE,1779,4,Female,32,1,2,SE,4,Single,0.22851019002320497,25353,1.0546020870847297,0,12,3,1,0,-0.49876697958303323,3,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,30's,5k-10k,<10,<5,<5
21,1,R,337,Sales,0.11438560306990991,1,Marketing,1780,2,Male,31,3,1,SR,2,Single,-0.9926101204126478,4567,-0.5864173580242138,0,13,3,2,0,-2.292544621589625,3,3,-1.4784079885513208,-1.7367826544685656,-0.11727146504788616,-1.675043127180746,20's,<5k,<10,<5,<5
38,0,R,1153,Re&De,-0.041631410602158754,2,Other,1782,4,Female,40,2,1,LT,3,Married,-0.5057364570520271,16376,-0.5864173580242138,0,11,3,2,1,-0.7194887361547153,3,3,-0.026393511770457165,0.29061126825485295,-0.9733423721381878,0.3217892224056365,30's,<5k,<10,<5,<5
22,1,R,1294,Re&De,0.2520023621193102,1,Medical,1783,3,Female,79,3,1,LT,1,Married,-1.1594027214035876,15999,-0.5864173580242138,1,17,3,3,0,-2.292544621589625,6,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,20's,<5k,<10,<5,<5
31,0,R,196,Sales,1.6587145799833682,4,Marketing,1784,1,Female,91,2,2,SE,4,Married,0.08146437340387273,13402,-0.5864173580242138,0,14,3,1,2,0.49372078256854574,3,3,0.9955165128995432,0.8826704550237439,1.2395688206485869,0.9049235229276625,30's,5k-10k,10-20,5-10,5-10
51,0,R,942,Re&De,-0.6954820319532931,3,TD,1786,1,Female,53,3,3,Manager,3,Married,1.3987815540625654,22984,0.019234092976174,0,11,3,4,0,0.6849186648651102,2,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,50's,10k-15k,10-20,<5,<5
37,0,R,589,Sales,0.37510474792386383,2,Marketing,1787,2,Male,46,2,2,SE,2,Married,-0.31968038625026235,8800,-0.5864173580242138,0,14,3,1,2,-0.7194887361547153,2,3,-0.026393511770457165,-0.3528710041543192,-0.9733423721381878,0.04493463955819317,30's,<5k,<10,<5,<5
46,0,R,734,Re&De,-1.0316074699401947,4,Medical,1789,3,Male,46,3,5,RD,4,Divorced,1.9825867116864442,14218,1.484318630192897,1,17,3,3,1,1.3239380538020686,3,3,-0.9425126477879964,-0.8636316179711291,0.38349791355828505,-0.31199299600307684,40's,15k-20k,20-30,<5,<5
36,0,R,1383,Re&De,0.48646440151058035,3,LE,1790,4,Male,90,3,3,Healthcare,1,Married,0.7136206695640525,25949,1.484318630192897,1,13,3,4,1,0.6849186648651102,1,3,0.9955165128995432,1.0310406461599277,1.2395688206485869,0.9049235229276625,30's,5k-10k,10-20,5-10,5-10
44,1,F,429,Re&De,-1.5053496669764959,2,Medical,1792,3,Male,99,3,1,RS,2,Divorced,-1.1949700817557332,11092,-0.5864173580242138,1,12,3,3,3,-0.49876697958303323,2,2,-0.026393511770457165,0.009519418526307482,0.38349791355828505,0.04493463955819317,40's,<5k,<10,<5,<5
37,0,R,1239,HR,0.2520023621193102,2,Other,1794,3,Male,89,3,2,HR,2,Divorced,-0.3626965142924073,12832,0.019234092976174,0,13,3,3,0,1.0044283593335894,4,2,0.7747243810088977,-1.7367826544685656,1.0143927182504924,0.9049235229276625,30's,<5k,10-20,<5,<5
35,1,R,303,Sales,1.5781038594442474,3,LE,1797,3,Male,84,3,2,SE,4,Single,0.17358033228457484,13492,-0.5864173580242138,1,18,3,4,0,0.14841116175654057,2,3,0.7747243810088977,0.8826704550237439,1.594870349132717,0.9049235229276625,30's,5k-10k,10-20,5-10,5-10
33,0,R,867,Re&De,0.2520023621193102,4,LE,1798,4,Male,90,4,1,RS,1,Married,-0.752161110258041,6076,1.2848600822687926,0,19,3,2,1,0.5925087204653425,1,3,0.7747243810088977,1.0310406461599277,1.594870349132717,0.7392508974613572,30's,<5k,10-20,5-10,5-10
28,0,R,1181,Re&De,-1.5053496669764959,3,LE,1799,3,Male,82,3,1,RS,4,Married,-1.3998142580365645,5531,-0.5864173580242138,0,11,3,3,1,-0.7194887361547153,6,4,-0.026393511770457165,0.009519418526307482,-0.9733423721381878,0.04493463955819317,20's,<5k,<10,<5,<5
39,0,R,1253,Re&De,0.48646440151058035,1,Medical,1800,3,Male,65,3,3,RD,3,Single,1.43821106320804,7914,1.484318630192897,0,21,4,3,0,0.01194059718201139,3,3,-0.2673643643857992,0.009519418526307482,0.38349791355828505,-0.31199299600307684,30's,10k-15k,<10,<5,<5
46,0,N,849,Sales,1.5356121941788146,2,LE,1801,2,Male,98,2,2,SE,2,Single,0.6526925613595517,25166,1.660253538085118,0,15,3,3,0,-0.49876697958303323,3,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,40's,5k-10k,<10,<5,<5
40,0,R,616,Re&De,-1.0316074699401947,2,LE,1802,3,Female,99,3,1,LT,1,Married,-0.6440609131160535,25605,0.7822646819350587,0,17,3,4,1,-0.3075690972864685,5,2,-0.2673643643857992,0.009519418526307482,-0.9733423721381878,-0.31199299600307684,40's,<5k,<10,<5,<5
